iterations,aggregate_opinions,radicalised_agents,silenced_agents,negated_agents,radicalisation_logodds,layer_interdependences_family,layer_interdependences_friends,layer_interdependences_religion,layer_interdependences_neighbours,layer_interdependences_cultural,layer_polarisations_family,layer_polarisations_friends,layer_polarisations_religion,layer_polarisations_neighbours,layer_polarisations_cultural
50,0.1093530755900595,99,423,450,4.605170185988091,0.198206194279793,0.2002538625405543,0.19972996059095716,0.20168573005177154,0.2001242525369251,0.40649064670528834,0.40649064670528834,0.40649064670528834,0.40649064670528834,0.40649064670528834
51,0.07771351429105222,99,424,451,4.605170185988091,0.19827003928047604,0.20024491694681762,0.19959710259202892,0.20152795759660122,0.2003599835840792,0.3887231898066948,0.3887231898066948,0.3887231898066948,0.3887231898066948,0.3887231898066948
52,0.02152910305358569,99,425,452,4.605170185988091,0.19899292052385426,0.20041857651555514,0.19939455370966172,0.2013225752504999,0.19987137400043403,0.3854747016534609,0.3854747016534609,0.3854747016534609,0.3854747016534609,0.3854747016534609
53,-0.006324130314125036,99,426,453,4.605170185988091,0.19917684318116896,0.20022367651679748,0.19940070872305393,0.20117333675825666,0.20002543482072707,0.38165278004928094,0.38165278004928094,0.38165278004928094,0.38165278004928094,0.38165278004928094
54,0.06940039613248951,99,427,454,4.605170185988091,0.19831408975134707,0.20036034786783036,0.19971377631434062,0.2014250401664293,0.20018674590005578,0.41256730760335264,0.41256730760335264,0.41256730760335264,0.41256730760335264,0.41256730760335264
55,0.05603420775615252,99,428,455,4.605170185988091,0.1977932008062383,0.20021207517862152,0.19994028691277393,0.2016974842075464,0.20035695289482017,0.40392732367307693,0.40392732367307693,0.40392732367307693,0.40392732367307693,0.40392732367307693
56,0.09283461107140129,99,429,456,4.605170185988091,0.19789790803235133,0.2001391965737683,0.20010857898495515,0.20168077837424273,0.20017353803468685,0.4103954350854521,0.4103954350854521,0.4103954350854521,0.4103954350854521,0.4103954350854521
57,0.07847527276632246,99,430,457,4.605170185988091,0.1976279479749824,0.19983414596717292,0.2001799686089856,0.2016813142052432,0.20067662324361585,0.411539017186177,0.411539017186177,0.411539017186177,0.411539017186177,0.411539017186177
58,0.11340162869800931,99,431,458,4.605170185988091,0.1981057309439466,0.20014652437950184,0.1996672888026563,0.20160002045469572,0.20048043541919364,0.3813099422071159,0.3813099422071159,0.3813099422071159,0.3813099422071159,0.3813099422071159
59,0.11851886596889884,100,431,458,0.0,0.19857951354537876,0.20053655728089986,0.19966203934269527,0.2016992571609713,0.19952263267004866,0.3725863210573378,0.3725863210573378,0.3725863210573378,0.3725863210573378,0.3725863210573378
60,0.08622393071402933,100,431,458,0.0,0.19846656213836728,0.20063246096805412,0.19962739979904148,0.2019341127685261,0.1993394643260098,0.33427022215164215,0.33427022215164215,0.33427022215164215,0.33427022215164215,0.33427022215164215
61,0.030013265250802265,100,431,458,0.0,0.1983155171353472,0.2009189191095805,0.19957582263719167,0.2017485906262877,0.19944115049159641,0.3218943219485552,0.3218943219485552,0.3218943219485552,0.3218943219485552,0.3218943219485552
62,0.024487355568542295,100,431,458,0.0,0.19809464762538123,0.20061708543291587,0.19958667364748117,0.20160907837035527,0.20009251492387542,0.31899285381913356,0.31899285381913356,0.31899285381913356,0.31899285381913356,0.31899285381913356
63,0.0201733056766065,100,431,458,0.0,0.19775472066798325,0.20032180787548276,0.19988024177766991,0.20171120010616542,0.2003320295727001,0.3226842615053543,0.3226842615053543,0.3226842615053543,0.3226842615053543,0.3226842615053543
64,0.030263727562667972,100,431,458,0.0,0.19785678350927913,0.20052151057003695,0.19980541399999913,0.2015219548232701,0.2002943370974163,0.3069520449413372,0.3069520449413372,0.3069520449413372,0.3069520449413372,0.3069520449413372
