iterations,aggregate_opinions,radicalised_agents,silenced_agents,negated_agents,radicalisation_logodds,layer_interdependences_A,layer_interdependences_B,layer_interdependences_C,layer_interdependences_D,layer_polarisations_A,layer_polarisations_B,layer_polarisations_C,layer_polarisations_D
71,-0.12901887889827082,73,3168,1906,1.3093333199837622,0.2500997982098078,0.2474060879167547,0.25011729995502363,0.2523768139184125,0.41144201050392304,0.41144201050392304,0.41144201050392304,0.41144201050392304
72,-0.07743104259078959,73,3195,1925,1.3093333199837622,0.24812106231962835,0.24730032586473913,0.2515169966115991,0.25306161520403164,0.3972858588764957,0.3972858588764957,0.3972858588764957,0.3972858588764957
73,-0.142213388185587,73,3222,1944,1.3093333199837622,0.24769461339125143,0.2482754534289234,0.2509643113033753,0.2530656218764523,0.4015901476017791,0.4015901476017791,0.4015901476017791,0.4015901476017791
74,-0.08538936360848419,74,3248,1963,1.3470736479666092,0.2479437208064086,0.2488585657692037,0.251096336539294,0.25210137688509465,0.4246794446550319,0.4246794446550319,0.4246794446550319,0.4246794446550319
75,-0.07567636036128923,74,3274,1982,1.3470736479666092,0.247968797290946,0.24910280446634522,0.2530017143221177,0.24992668392058986,0.43941205185985155,0.43941205185985155,0.43941205185985155,0.43941205185985155
76,-0.00387085567942127,74,3300,2002,1.3470736479666092,0.24729648330704812,0.2496511848619872,0.2521870537294435,0.2508652781015221,0.43571366310846993,0.43571366310846993,0.43571366310846993,0.43571366310846993
77,-0.026884322076003712,74,3326,2022,1.3470736479666092,0.24806898457718124,0.24841539177166252,0.2523938756914619,0.25112174795969844,0.42141244313078136,0.42141244313078136,0.42141244313078136,0.42141244313078136
78,-0.002428202261743496,74,3352,2043,1.3470736479666092,0.2480896089142557,0.24906191569121255,0.2511570801651864,0.25169139522934586,0.43771519665410696,0.43771519665410696,0.43771519665410696,0.43771519665410696
79,-0.031816092369096646,75,3377,2064,1.3862943611198906,0.2478661777183674,0.247911036068114,0.2519329471358853,0.25228983907763497,0.4229731699539554,0.4229731699539554,0.4229731699539554,0.4229731699539554
80,0.009504694565743047,75,3402,2085,1.3862943611198906,0.24874975608379524,0.2485538909678098,0.25130182502054355,0.2513945279278513,0.4014240904820815,0.4014240904820815,0.4014240904820815,0.4014240904820815
81,-0.0070345945879992725,75,3427,2106,1.3862943611198906,0.24730866015079928,0.25062749304362714,0.25042341536387513,0.25164043144170156,0.4220082296255193,0.4220082296255193,0.4220082296255193,0.4220082296255193
82,0.061563878996220824,75,3452,2126,1.3862943611198906,0.24775291085617546,0.2528684063030183,0.25093826222094234,0.2484404206198655,0.41607301525920976,0.41607301525920976,0.41607301525920976,0.41607301525920976
83,0.0010894849957110398,76,3476,2146,1.4271163556401458,0.2475908402813425,0.2526280855555706,0.25172992314177306,0.24805115102131575,0.39109425143494986,0.39109425143494986,0.39109425143494986,0.39109425143494986
84,0.08354108621326796,76,3500,2165,1.4271163556401458,0.2474410266298455,0.2521367770600071,0.25222805336039916,0.24819414294974704,0.39311377228491406,0.39311377228491406,0.39311377228491406,0.39311377228491406
85,0.09243536328180557,76,3524,2184,1.4271163556401458,0.24824831849241277,0.2511801579184786,0.25200163579600326,0.24856988779310663,0.38283893517457845,0.38283893517457845,0.38283893517457845,0.38283893517457845
86,0.09293431138520829,76,3548,2203,1.4271163556401458,0.24824130556739393,0.24960766865833453,0.25162658210784716,0.2505244436664238,0.3774072859399631,0.3774072859399631,0.3774072859399631,0.3774072859399631
87,0.044504805898213,76,3572,2222,1.4271163556401458,0.24675390954043458,0.24939820823159045,0.2532922038899357,0.25055567833803805,0.3711678971633231,0.3711678971633231,0.3711678971633231,0.3711678971633231
88,0.0016979136437331702,76,3596,2241,1.4271163556401458,0.24581082474570354,0.24895039242440786,0.2535133646512681,0.2517254181786228,0.3625377268238154,0.3625377268238154,0.3625377268238154,0.3625377268238154
89,0.004426579191872703,76,3620,2260,1.4271163556401458,0.24635598982139928,0.24975358431746206,0.251853832503084,0.25203659335805345,0.3704906745651078,0.3704906745651078,0.3704906745651078,0.3704906745651078
90,-0.023660433387055643,76,3644,2279,1.4271163556401458,0.24739532384102644,0.24947939269991246,0.25158742863341643,0.25153785482564567,0.3767359756232168,0.3767359756232168,0.3767359756232168,0.3767359756232168
91,-0.05431891653602917,77,3667,2298,1.4696759700589417,0.246935074902519,0.25054830873225703,0.2516335162063232,0.250883100158904,0.37792346203737165,0.37792346203737165,0.37792346203737165,0.37792346203737165
92,-0.07451251371211517,77,3690,2317,1.4696759700589417,0.24690005246609062,0.25116968149842994,0.2508674339110771,0.25106283212440095,0.374295892670826,0.374295892670826,0.374295892670826,0.374295892670826
93,-0.1278247703245534,77,3713,2335,1.4696759700589417,0.2497279245822367,0.2500941992973701,0.25026495142289806,0.2499129246974986,0.3904111831215081,0.3904111831215081,0.3904111831215081,0.3904111831215081
94,-0.050238044920458844,77,3736,2354,1.4696759700589417,0.2506480382880337,0.24999412686310526,0.2492152777031128,0.2501425571457455,0.3445806210289615,0.3445806210289615,0.3445806210289615,0.3445806210289615
95,-0.1179817001847801,78,3758,2372,1.5141277326297755,0.2510061009820136,0.24939832315883054,0.24946736130545685,0.25012821455370016,0.35861890579955286,0.35861890579955286,0.35861890579955286,0.35861890579955286
96,-0.05686874950063436,78,3780,2388,1.5141277326297755,0.2489568459369232,0.24893405677436847,0.2502802049503288,0.2518288923383788,0.37157690548343286,0.37157690548343286,0.37157690548343286,0.37157690548343286
97,-0.08632219235052783,78,3802,2405,1.5141277326297755,0.24897323670035743,0.2482109376708501,0.249251779782162,0.25356404584663195,0.3860519922527029,0.3860519922527029,0.3860519922527029,0.3860519922527029
98,0.06833966033167406,78,3824,2424,1.5141277326297755,0.24900046929100347,0.25002209199650005,0.24867047527446243,0.2523069634380365,0.3978870424393035,0.3978870424393035,0.3978870424393035,0.3978870424393035
99,-0.008464099763569068,78,3846,2442,1.5141277326297755,0.25101742831760576,0.2491545379588367,0.24775338605394925,0.25207464766960924,0.39697811706364106,0.39697811706364106,0.39697811706364106,0.39697811706364106
100,0.04233843784000244,79,3867,2460,1.5606477482646686,0.2500503387499811,0.24988314029272612,0.24891601804922864,0.2511505029080645,0.3721279480570281,0.3721279480570281,0.3721279480570281,0.3721279480570281
