iterations,aggregate_opinions,radicalised_agents,silenced_agents,negated_agents,radicalisation_logodds,layer_interdependences_A,layer_interdependences_B,layer_interdependences_C,layer_interdependences_D,layer_polarisations_A,layer_polarisations_B,layer_polarisations_C,layer_polarisations_D
64,-0.047924640321363086,35,452,369,2.0794415416798357,0.2445291480933021,0.2534651466728699,0.2420284144204727,0.2599772908133562,0.34355439629613094,0.34355439629613094,0.34355439629613094,0.34355439629613094
65,-0.032636288483889234,35,455,372,2.0794415416798357,0.24507790463304122,0.25755391217700485,0.24326249025060706,0.2541056929393495,0.3546469247759811,0.3546469247759811,0.3546469247759811,0.3546469247759811
66,-0.07578032375401594,35,459,375,2.0794415416798357,0.2452956974083925,0.2557855972225658,0.2410637641605865,0.25785494120845703,0.35183859125306494,0.35183859125306494,0.35183859125306494,0.35183859125306494
67,-0.03677796274641587,35,463,379,2.0794415416798357,0.2457439825632164,0.2501710219314926,0.2448218134390727,0.25926318206621984,0.3567783736682439,0.3567783736682439,0.3567783736682439,0.3567783736682439
68,-0.006370594731385515,35,466,383,2.0794415416798357,0.24640499532400217,0.2449758861944766,0.2455007004226925,0.2631184180588295,0.34766231718983287,0.34766231718983287,0.34766231718983287,0.34766231718983287
69,0.009751256026271873,35,469,387,2.0794415416798357,0.24651455980800005,0.24378560014856152,0.24440063501916262,0.26529920502427606,0.3461771729435652,0.3461771729435652,0.3461771729435652,0.3461771729435652
70,0.02880225151630635,35,472,391,2.0794415416798357,0.24720244157960217,0.24517570506762104,0.2427213876212639,0.26490046573151105,0.34942794444235875,0.34942794444235875,0.34942794444235875,0.34942794444235875
71,-0.019770698439439658,35,476,395,2.0794415416798357,0.24611152577952602,0.25502784644598525,0.24125183805834058,0.25760878971614937,0.3597903513908478,0.3597903513908478,0.3597903513908478,0.3597903513908478
72,-0.015187646227347935,35,478,399,2.0794415416798357,0.24223796284491,0.25780243914107703,0.24433184151814538,0.25562775649586744,0.35017020686696154,0.35017020686696154,0.35017020686696154,0.35017020686696154
73,0.04963367824688596,35,481,402,2.0794415416798357,0.23955918314046593,0.2557184562816865,0.24834176345717446,0.2563805971206747,0.33495085768685523,0.33495085768685523,0.33495085768685523,0.33495085768685523
74,0.010849227619859087,35,484,405,2.0794415416798357,0.241942006846306,0.2550246096658915,0.25072125650852095,0.2523121269792823,0.352008171515024,0.352008171515024,0.352008171515024,0.352008171515024
75,-0.07470308348999607,35,489,409,2.0794415416798357,0.24795409349430822,0.256434421743389,0.2420649319325673,0.2535465528297347,0.33129865599555103,0.33129865599555103,0.33129865599555103,0.33129865599555103
